   1.8512026e+03   1.0000000e+00
   1.8515370e+03   1.0000000e+00
   1.8518714e+03   2.0000000e+00
   1.8522058e+03   3.0000000e+00
   1.8525402e+03   1.0000000e+00
   1.8528745e+03   1.0000000e+00
   1.8532089e+03   3.0000000e+00
   1.8535433e+03   1.0000000e+00
   1.8538777e+03   0.0000000e+00
   1.8542121e+03   1.0000000e+00
   1.8545465e+03   0.0000000e+00
   1.8548809e+03   0.0000000e+00
   1.8552153e+03   0.0000000e+00
   1.8555497e+03   0.0000000e+00
   1.8558840e+03   0.0000000e+00
   1.8562184e+03   0.0000000e+00
   1.8565528e+03   4.0000000e+00
   1.8568872e+03   0.0000000e+00
   1.8572216e+03   1.0000000e+00
   1.8575560e+03   2.0000000e+00
   1.8578904e+03   0.0000000e+00
   1.8582248e+03   2.0000000e+00
   1.8585592e+03   1.0000000e+00
   1.8588935e+03   1.0000000e+00
   1.8592279e+03   0.0000000e+00
   1.8595623e+03   0.0000000e+00
   1.8598967e+03   0.0000000e+00
   1.8602311e+03   2.0000000e+00
   1.8605655e+03   1.0000000e+00
   1.8608999e+03   3.0000000e+00
   1.8612343e+03   1.0000000e+00
   1.8615687e+03   0.0000000e+00
   1.8619030e+03   2.0000000e+00
   1.8622374e+03   1.0000000e+00
   1.8625718e+03   0.0000000e+00
   1.8629062e+03   2.0000000e+00
   1.8632406e+03   1.0000000e+00
   1.8635750e+03   0.0000000e+00
   1.8639094e+03   3.0000000e+00
   1.8642438e+03   0.0000000e+00
   1.8645782e+03   0.0000000e+00
   1.8649125e+03   0.0000000e+00
   1.8652469e+03   0.0000000e+00
   1.8655813e+03   1.0000000e+00
   1.8659157e+03   2.0000000e+00
   1.8662501e+03   1.0000000e+00
   1.8665845e+03   1.0000000e+00
   1.8669189e+03   3.0000000e+00
   1.8672533e+03   0.0000000e+00
   1.8675877e+03   1.0000000e+00
   1.8679220e+03   2.0000000e+00
   1.8682564e+03   0.0000000e+00
   1.8685908e+03   1.0000000e+00
   1.8689252e+03   2.0000000e+00
   1.8692596e+03   1.0000000e+00
   1.8695940e+03   2.0000000e+00
   1.8699284e+03   2.0000000e+00
   1.8702628e+03   1.0000000e+00
   1.8705972e+03   3.0000000e+00
   1.8709315e+03   1.0000000e+00
   1.8712659e+03   2.0000000e+00
   1.8716003e+03   1.0000000e+00
   1.8719347e+03   1.0000000e+00
   1.8722691e+03   2.0000000e+00
   1.8726035e+03   1.0000000e+00
   1.8729379e+03   0.0000000e+00
   1.8732723e+03   1.0000000e+00
   1.8736067e+03   0.0000000e+00
   1.8739410e+03   0.0000000e+00
   1.8742754e+03   1.0000000e+00
   1.8746098e+03   1.0000000e+00
   1.8749442e+03   2.0000000e+00
   1.8752786e+03   1.0000000e+00
   1.8756130e+03   0.0000000e+00
   1.8759474e+03   3.0000000e+00
   1.8762818e+03   0.0000000e+00
